dbcur_den_ami,dbcur_den_ari,dbcur_dis_ami,dbcur_dis_ari
0.15686097895013085,0.02681426486891767,0.8882854640760676,0.9164673314144973
0.8938919759755574,0.9201893188957813,0.9983904400103549,0.9988893241228157
0.9957124989491656,0.9970354597670358,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,0.9688788006406943,0.8978215325918482
1.0,1.0,0.9688788006406943,0.8978215325918482
1.0,1.0,0.9688788006406943,0.8978215325918482
1.0,1.0,0.9688788006406943,0.8978215325918482
0.9975585259059545,0.997785586405861,0.9357807469335145,0.8110908174833102
0.9688788006406943,0.8978215325918482,0.9357807469335145,0.8110908174833102
0.9688788006406943,0.8978215325918482,0.8224748549973372,0.5201732234880081
0.8865743672225378,0.6718002024236125,0.5808611774243371,0.26576197542952434
0.8865743672225378,0.6718002024236125,0.0,0.0
0.8860264898048346,0.6717286375484196,0.0,0.0
0.7620218260824582,0.4440737651746826,0.0,0.0
0.6823725499555907,0.35449507720449774,0.0,0.0
